item_group,item_num,month,forecast
12520,3LC120-2R12G,2019-11,12312
12520,3LC120-2R12G,2019-12,12312
12520,3LC120-2R12G,2020-01,12312
12520,3LC120-2R12G,2020-02,12312
12520,3LC120-2R12G,2020-03,12312
12600,MGC-R6U,2019-10,1611539
12600,MGC-R6U,2019-11,1611539
12600,MGC-R6U,2019-12,1611539
12600,MGC-R6U,2020-01,1611539
12600,MGC-R6U,2020-02,1611539
12600,MGC-R6U,2020-03,1611539
12600,MGCS-R6U,2019-10,1837711
12600,MGCS-R6U,2019-11,1688051
12600,MGCS-R6U,2019-12,1851442
12600,MGCS-R6U,2020-01,712521
12600,MGCS-R6U,2020-02,1663934
12600,MGCS-R6U,2020-03,1019589
12600,MGCW-R6G1,2019-10,269250
12600,MGCW-R6G1,2019-11,285632
12600,MGCW-R6G1,2019-12,302014
12600,MGCW-R6G1,2020-01,318396
12600,MGCW-R6G1,2020-02,334779
12600,MGCW-R6G1,2020-03,351161
12600,MGCW-R6U,2019-10,1512240
12600,MGCW-R6U,2019-11,1512240
12600,MGCW-R6U,2019-12,1512240
12600,MGCW-R6U,2020-01,1512240
12600,MGCW-R6U,2020-02,1512240
12600,MGCW-R6U,2020-03,1512240
12610,MGC-R8U,2019-10,2215946
12610,MGC-R8U,2019-11,2262467
12610,MGC-R8U,2019-12,2419318
12610,MGC-R8U,2020-01,2090268
12610,MGC-R8U,2020-02,1794606
12610,MGC-R8U,2020-03,2390043
12610,MGCS-R8U,2019-10,55354
12610,MGCS-R8U,2019-11,50093
12610,MGCS-R8U,2019-12,54622
12610,MGCS-R8U,2020-01,46345
12610,MGCS-R8U,2020-02,86429
12610,MGCS-R8U,2020-03,46287
12610,MGCW-R8U,2019-10,795569
12610,MGCW-R8U,2019-11,828203
12610,MGCW-R8U,2019-12,860836
12610,MGCW-R8U,2020-01,893469
12610,MGCW-R8U,2020-02,926102
12610,MGCW-R8U,2020-03,958736
12620,MGC-R10U,2019-10,51705
12620,MGC-R10U,2019-11,51705
12620,MGC-R10U,2019-12,51705
12620,MGC-R10U,2020-01,51705
12620,MGC-R10U,2020-02,51705
12620,MGC-R10U,2020-03,51705
12630,MGC-F6,2019-10,124091
12630,MGC-F6,2019-11,124091
12630,MGC-F6,2019-12,124091
12630,MGC-F6,2020-01,124091
12630,MGC-F6,2020-02,124091
12630,MGC-F6,2020-03,124091
12630,MGC-F8,2019-10,223332
12630,MGC-F8,2019-11,189977
12630,MGC-F8,2019-12,270148
12630,MGC-F8,2020-01,248939
12630,MGC-F8,2020-02,236603
12630,MGC-F8,2020-03,240874
12630,MGCW-F6,2019-10,422047
12630,MGCW-F6,2019-11,322008
12630,MGCW-F6,2019-12,280347
12630,MGCW-F6,2020-01,361991
12630,MGCW-F6,2020-02,240179
12630,MGCW-F6,2020-03,405896
12700,BT-R8-4GA,2019-10,-223483
12700,BT-R8-4GA,2019-11,-220634
12700,BT-R8-4GA,2019-12,-127469
12700,BT-R8-4GA,2020-01,-233834
12700,BT-R8-4GA,2020-02,-291904
12700,BT-R8-4GA,2020-03,-100892
12720,BTC-R8GAH,2019-10,321021
12720,BTC-R8GAH,2019-11,321021
12720,BTC-R8GAH,2019-12,321021
12720,BTC-R8GAH,2020-01,321021
12720,BTC-R8GAH,2020-02,321021
12720,BTC-R8GAH,2020-03,321021
14383,MBT-DT14-30,2019-10,1193
14383,MBT-DT14-30,2019-11,1546
14383,MBT-DT14-30,2019-12,2298
14383,MBT-DT14-30,2020-01,1842
14383,MBT-DT14-30,2020-02,1811
14383,MBT-DT14-30,2020-03,1624
14384,MBT-DT12-10NP,2019-10,17971
14384,MBT-DT12-10NP,2019-11,17971
14384,MBT-DT12-10NP,2019-12,17971
14384,MBT-DT12-10NP,2020-01,17971
14384,MBT-DT12-10NP,2020-02,17971
14384,MBT-DT12-10NP,2020-03,17971
14384,MBT-DT12-15NP,2019-10,83772
14384,MBT-DT12-15NP,2019-11,83772
14384,MBT-DT12-15NP,2019-12,83772
14384,MBT-DT12-15NP,2020-01,83772
14384,MBT-DT12-15NP,2020-02,83772
14384,MBT-DT12-15NP,2020-03,83772
14384,MBT-DT12-20NP,2019-10,24375
14384,MBT-DT12-20NP,2019-11,24375
14384,MBT-DT12-20NP,2019-12,24375
14384,MBT-DT12-20NP,2020-01,24375
14384,MBT-DT12-20NP,2020-02,24375
14384,MBT-DT12-20NP,2020-03,24375
14384,MBT-DT12-25NP,2019-10,15655
14384,MBT-DT12-25NP,2019-11,32322
14384,MBT-DT12-25NP,2019-12,36191
14384,MBT-DT12-25NP,2020-01,28082
14384,MBT-DT12-25NP,2020-02,29164
14384,MBT-DT12-25NP,2020-03,25973
14384,MBT-DT12-30NP,2019-10,9754
14384,MBT-DT12-30NP,2019-11,14445
14384,MBT-DT12-30NP,2019-12,18683
14384,MBT-DT12-30NP,2020-01,14201
14384,MBT-DT12-30NP,2020-02,8165
14384,MBT-DT12-30NP,2020-03,18984
14384,MBT-DT12-35NP,2019-10,8695
14384,MBT-DT12-35NP,2019-11,8695
14384,MBT-DT12-35NP,2019-12,8695
14384,MBT-DT12-35NP,2020-01,8695
14384,MBT-DT12-35NP,2020-02,8695
14384,MBT-DT12-35NP,2020-03,8695
14384,MBT-DT12-40NP,2019-10,3148
14384,MBT-DT12-40NP,2019-11,3398
14384,MBT-DT12-40NP,2019-12,5934
14384,MBT-DT12-40NP,2020-01,5246
14384,MBT-DT12-40NP,2020-02,3269
14384,MBT-DT12-40NP,2020-03,2694
14384,MBT-DT12-55NP,2019-10,3557
14384,MBT-DT12-55NP,2019-11,3877
14384,MBT-DT12-55NP,2019-12,4513
14384,MBT-DT12-55NP,2020-01,3418
14384,MBT-DT12-55NP,2020-02,3913
14384,MBT-DT12-55NP,2020-03,3190
14385,MBT-DT20-20NP,2019-10,8523
14385,MBT-DT20-20NP,2019-11,5394
14385,MBT-DT20-20NP,2019-12,3658
14385,MBT-DT20-20NP,2020-01,6374
14385,MBT-DT20-20NP,2020-02,4073
14385,MBT-DT20-20NP,2020-03,10126
14385,MBT-DT20-25NP,2019-10,4788
14385,MBT-DT20-25NP,2019-11,4890
14385,MBT-DT20-25NP,2019-12,4992
14385,MBT-DT20-25NP,2020-01,5094
14385,MBT-DT20-25NP,2020-02,5196
14385,MBT-DT20-25NP,2020-03,5298
14385,MBT-DT20-30NP,2019-10,6892
14385,MBT-DT20-30NP,2019-11,7006
14385,MBT-DT20-30NP,2019-12,7121
14385,MBT-DT20-30NP,2020-01,7235
14385,MBT-DT20-30NP,2020-02,7350
14385,MBT-DT20-30NP,2020-03,7464
14385,MBT-DT20-35NP,2019-10,2049
14385,MBT-DT20-35NP,2019-11,2049
14385,MBT-DT20-35NP,2019-12,2049
14385,MBT-DT20-35NP,2020-01,2049
14385,MBT-DT20-35NP,2020-02,2049
14385,MBT-DT20-35NP,2020-03,2049
14385,MBT-DT20-40NP,2019-10,775
14385,MBT-DT20-40NP,2019-11,855
14385,MBT-DT20-40NP,2019-12,549
14385,MBT-DT20-40NP,2020-01,1013
14385,MBT-DT20-40NP,2020-02,1119
14385,MBT-DT20-40NP,2020-03,1049
14386,MBT-DT16-105NP,2019-10,11812
14386,MBT-DT16-105NP,2019-11,6808
14386,MBT-DT16-105NP,2019-12,11813
14386,MBT-DT16-105NP,2020-01,15452
14386,MBT-DT16-105NP,2020-02,7651
14386,MBT-DT16-105NP,2020-03,15449
14386,MBT-DT16-145NP,2019-10,5506
14386,MBT-DT16-145NP,2019-11,5506
14386,MBT-DT16-145NP,2019-12,5506
14386,MBT-DT16-145NP,2020-01,5506
14386,MBT-DT16-145NP,2020-02,5506
14386,MBT-DT16-145NP,2020-03,5506
14386,MBT-DT16-155NP,2019-10,2085
14386,MBT-DT16-155NP,2019-11,7991
14386,MBT-DT16-155NP,2019-12,4655
14386,MBT-DT16-155NP,2020-01,4656
14386,MBT-DT16-155NP,2020-02,4656
14386,MBT-DT16-155NP,2020-03,6120
14386,MBT-DT16-15NP,2019-10,163133
14386,MBT-DT16-15NP,2019-11,163133
14386,MBT-DT16-15NP,2019-12,163133
14386,MBT-DT16-15NP,2020-01,163133
14386,MBT-DT16-15NP,2020-02,163133
14386,MBT-DT16-15NP,2020-03,163133
14386,MBT-DT16-20,2019-10,7533
14386,MBT-DT16-20,2019-11,8548
14386,MBT-DT16-20,2019-12,6157
14386,MBT-DT16-20,2020-01,6234
14386,MBT-DT16-20,2020-02,8852
14386,MBT-DT16-20,2020-03,7059
14386,MBT-DT16-20NP,2019-10,186054
14386,MBT-DT16-20NP,2019-11,186054
14386,MBT-DT16-20NP,2019-12,186054
14386,MBT-DT16-20NP,2020-01,186054
14386,MBT-DT16-20NP,2020-02,186054
14386,MBT-DT16-20NP,2020-03,186054
14386,MBT-DT16-25,2019-10,4105
14386,MBT-DT16-25,2019-11,3812
14386,MBT-DT16-25,2019-12,4283
14386,MBT-DT16-25,2020-01,6317
14386,MBT-DT16-25,2020-02,2566
14386,MBT-DT16-25,2020-03,6814
14386,MBT-DT16-25NP,2019-10,165793
14386,MBT-DT16-25NP,2019-11,165793
14386,MBT-DT16-25NP,2019-12,165793
14386,MBT-DT16-25NP,2020-01,165793
14386,MBT-DT16-25NP,2020-02,165793
14386,MBT-DT16-25NP,2020-03,165793
14386,MBT-DT16-30,2019-10,3780
14386,MBT-DT16-30,2019-11,3780
14386,MBT-DT16-30,2019-12,3780
14386,MBT-DT16-30,2020-01,3780
14386,MBT-DT16-30,2020-02,3780
14386,MBT-DT16-30,2020-03,3780
14386,MBT-DT16-30NP,2019-10,156555
14386,MBT-DT16-30NP,2019-11,156555
14386,MBT-DT16-30NP,2019-12,156555
14386,MBT-DT16-30NP,2020-01,156555
14386,MBT-DT16-30NP,2020-02,156555
14386,MBT-DT16-30NP,2020-03,156555
14386,MBT-DT16-35,2019-10,744
14386,MBT-DT16-35,2019-11,3459
14386,MBT-DT16-35,2019-12,3036
14386,MBT-DT16-35,2020-01,2714
14386,MBT-DT16-35,2020-02,4222
14386,MBT-DT16-35,2020-03,6658
14386,MBT-DT16-35NP,2019-10,43630
14386,MBT-DT16-35NP,2019-11,83037
14386,MBT-DT16-35NP,2019-12,78993
14386,MBT-DT16-35NP,2020-01,43222
14386,MBT-DT16-35NP,2020-02,57073
14386,MBT-DT16-35NP,2020-03,204302
14386,MBT-DT16-40,2019-10,2828
14386,MBT-DT16-40,2019-11,2828
14386,MBT-DT16-40,2019-12,2828
14386,MBT-DT16-40,2020-01,2828
14386,MBT-DT16-40,2020-02,2828
14386,MBT-DT16-40,2020-03,2828
14386,MBT-DT16-40NP,2019-10,33068
14386,MBT-DT16-40NP,2019-11,33068
14386,MBT-DT16-40NP,2019-12,33068
14386,MBT-DT16-40NP,2020-01,33068
14386,MBT-DT16-40NP,2020-02,33068
14386,MBT-DT16-40NP,2020-03,33068
14386,MBT-DT16-45NP,2019-10,32563
14386,MBT-DT16-45NP,2019-11,23974
14386,MBT-DT16-45NP,2019-12,26319
14386,MBT-DT16-45NP,2020-01,25678
14386,MBT-DT16-45NP,2020-02,25853
14386,MBT-DT16-45NP,2020-03,25805
14386,MBT-DT16-50,2019-10,975
14386,MBT-DT16-50,2019-11,1012
14386,MBT-DT16-50,2019-12,2840
14386,MBT-DT16-50,2020-01,3000
14386,MBT-DT16-50,2020-02,2498
14386,MBT-DT16-50,2020-03,1444
14386,MBT-DT16-50NP,2019-10,5951
14386,MBT-DT16-50NP,2019-11,9256
14386,MBT-DT16-50NP,2019-12,8001
14386,MBT-DT16-50NP,2020-01,10961
14386,MBT-DT16-50NP,2020-02,7519
14386,MBT-DT16-50NP,2020-03,12175
14386,MBT-DT16-55NP,2019-10,426
14386,MBT-DT16-55NP,2019-11,-425
14386,MBT-DT16-55NP,2019-12,731
14386,MBT-DT16-55NP,2020-01,2256
14386,MBT-DT16-55NP,2020-02,2142
14386,MBT-DT16-55NP,2020-03,329
14386,MBT-DT16-60NP,2019-10,7258
14386,MBT-DT16-60NP,2019-11,13133
14386,MBT-DT16-60NP,2019-12,11288
14386,MBT-DT16-60NP,2020-01,8695
14386,MBT-DT16-60NP,2020-02,9899
14386,MBT-DT16-60NP,2020-03,12613
14386,MBT-DT16-70NP,2019-10,7970
14386,MBT-DT16-70NP,2019-11,4779
14386,MBT-DT16-70NP,2019-12,8375
14386,MBT-DT16-70NP,2020-01,8231
14386,MBT-DT16-70NP,2020-02,6329
14386,MBT-DT16-70NP,2020-03,5530
14386,MBT-DT16-90NP,2019-10,7595
14386,MBT-DT16-90NP,2019-11,9619
14386,MBT-DT16-90NP,2019-12,6619
14386,MBT-DT16-90NP,2020-01,9617
14386,MBT-DT16-90NP,2020-02,6616
14386,MBT-DT16-90NP,2020-03,8339
14388,BTC8-R16BL,2019-10,110347
14388,BTC8-R16BL,2019-11,123692
14388,BTC8-R16BL,2019-12,160848
14388,BTC8-R16BL,2020-01,195125
14388,BTC8-R16BL,2020-02,130233
14388,BTC8-R16BL,2020-03,145410
14388,BTC8-R24BL,2019-10,313600
14388,BTC8-R24BL,2019-11,313600
14388,BTC8-R24BL,2019-12,313600
14388,BTC8-R24BL,2020-01,313600
14388,BTC8-R24BL,2020-02,313600
14388,BTC8-R24BL,2020-03,313600
14388,MBTC-R12BL,2019-10,121267
14388,MBTC-R12BL,2019-11,121267
14388,MBTC-R12BL,2019-12,121267
14388,MBTC-R12BL,2020-01,121267
14388,MBTC-R12BL,2020-02,121267
14388,MBTC-R12BL,2020-03,121267
14388,MBTC-R14BL,2019-10,651946
14388,MBTC-R14BL,2019-11,651946
14388,MBTC-R14BL,2019-12,651946
14388,MBTC-R14BL,2020-01,651946
14388,MBTC-R14BL,2020-02,651946
14388,MBTC-R14BL,2020-03,651946
14388,MBTC-R16BL,2019-10,1918914
14388,MBTC-R16BL,2019-11,1918914
14388,MBTC-R16BL,2019-12,1918914
14388,MBTC-R16BL,2020-01,1918914
14388,MBTC-R16BL,2020-02,1918914
14388,MBTC-R16BL,2020-03,1918914
14388,MBTC-R20BL,2019-10,42570
14388,MBTC-R20BL,2019-11,42303
14388,MBTC-R20BL,2019-12,42383
14388,MBTC-R20BL,2020-01,42359
14388,MBTC-R20BL,2020-02,42367
14388,MBTC-R20BL,2020-03,42364
14395,HP8F-DT20-12,2019-10,2816
14395,HP8F-DT20-12,2019-11,2816
14395,HP8F-DT20-12,2019-12,2816
14395,HP8F-DT20-12,2020-01,2816
14395,HP8F-DT20-12,2020-02,2816
14395,HP8F-DT20-12,2020-03,2816
14395,HP8F-DT20-16,2019-10,1314
14395,HP8F-DT20-16,2019-11,1314
14395,HP8F-DT20-16,2019-12,1314
14395,HP8F-DT20-16,2020-01,1314
14395,HP8F-DT20-16,2020-02,1314
14395,HP8F-DT20-16,2020-03,1314
14395,HP8F-DT20-2,2019-10,14920
14395,HP8F-DT20-2,2019-11,14920
14395,HP8F-DT20-2,2019-12,14920
14395,HP8F-DT20-2,2020-01,14920
14395,HP8F-DT20-2,2020-02,14920
14395,HP8F-DT20-2,2020-03,14920
14395,HP8F-DT20-20,2019-10,4330
14395,HP8F-DT20-20,2019-11,4330
14395,HP8F-DT20-20,2019-12,4330
14395,HP8F-DT20-20,2020-01,4330
14395,HP8F-DT20-20,2020-02,4330
14395,HP8F-DT20-20,2020-03,4330
14395,HP8F-DT20-28,2019-10,1598
14395,HP8F-DT20-28,2019-11,847
14395,HP8F-DT20-28,2019-12,1548
14395,HP8F-DT20-28,2020-01,720
14395,HP8F-DT20-28,2020-02,705
14395,HP8F-DT20-28,2020-03,777
14395,HP8F-DT20-36,2019-10,121
14395,HP8F-DT20-36,2019-11,316
14395,HP8F-DT20-36,2019-12,121
14395,HP8F-DT20-36,2020-01,121
14395,HP8F-DT20-36,2020-02,316
14395,HP8F-DT20-36,2020-03,205
14395,HP8F-DT20-8,2019-10,1704
14395,HP8F-DT20-8,2019-11,1082
14395,HP8F-DT20-8,2019-12,1091
14395,HP8F-DT20-8,2020-01,927
14395,HP8F-DT20-8,2020-02,1439
14395,HP8F-DT20-8,2020-03,937
14395,HP8F-DT20-M10,2019-10,229
14395,HP8F-DT20-M10,2019-11,229
14395,HP8F-DT20-M10,2019-12,229
14395,HP8F-DT20-M10,2020-01,229
14395,HP8F-DT20-M10,2020-02,229
14395,HP8F-DT20-M10,2020-03,229
14395,HP8F-DT20-M15,2019-10,743
14395,HP8F-DT20-M15,2019-11,743
14395,HP8F-DT20-M15,2019-12,743
14395,HP8F-DT20-M15,2020-01,743
14395,HP8F-DT20-M15,2020-02,743
14395,HP8F-DT20-M15,2020-03,743
14395,HP8F-DT20-M17,2019-10,2278
14395,HP8F-DT20-M17,2019-11,2278
14395,HP8F-DT20-M17,2019-12,2278
14395,HP8F-DT20-M17,2020-01,2278
14395,HP8F-DT20-M17,2020-02,2278
14395,HP8F-DT20-M17,2020-03,2278
14395,HP8F-DT24-28,2019-10,751
14395,HP8F-DT24-28,2019-11,751
14395,HP8F-DT24-28,2019-12,751
14395,HP8F-DT24-28,2020-01,751
14395,HP8F-DT24-28,2020-02,751
14395,HP8F-DT24-28,2020-03,751
14395,HP8F-DT24-36,2019-10,400
14395,HP8F-DT24-36,2019-11,400
14395,HP8F-DT24-36,2019-12,400
14395,HP8F-DT24-36,2020-01,400
14395,HP8F-DT24-36,2020-02,400
14395,HP8F-DT24-36,2020-03,400
14397,HPCF-R20U,2019-10,7453
14397,HPCF-R20U,2019-11,7453
14397,HPCF-R20U,2019-12,7453
14397,HPCF-R20U,2020-01,7453
14397,HPCF-R20U,2020-02,7453
14397,HPCF-R20U,2020-03,7453
14397,HPCF-R20UXL,2019-10,4485
14397,HPCF-R20UXL,2019-11,3599
14397,HPCF-R20UXL,2019-12,3855
14397,HPCF-R20UXL,2020-01,3781
14397,HPCF-R20UXL,2020-02,3803
14397,HPCF-R20UXL,2020-03,3796
14397,HPCF-R24U,2019-10,1037
14397,HPCF-R24U,2019-11,1037
14397,HPCF-R24U,2019-12,1037
14397,HPCF-R24U,2020-01,1037
14397,HPCF-R24U,2020-02,1037
14397,HPCF-R24U,2020-03,1037
14397,HPCF-R24UXL,2019-10,761
14397,HPCF-R24UXL,2019-11,761
14397,HPCF-R24UXL,2019-12,761
14397,HPCF-R24UXL,2020-01,761
14397,HPCF-R24UXL,2020-02,761
14397,HPCF-R24UXL,2020-03,761
14397,HSUBF-R24U,2019-10,26538
14397,HSUBF-R24U,2019-11,26538
14397,HSUBF-R24U,2019-12,26538
14397,HSUBF-R24U,2020-01,26538
14397,HSUBF-R24U,2020-02,26538
14397,HSUBF-R24U,2020-03,26538
14397,HSUBF-R28GA,2019-10,14071
14397,HSUBF-R28GA,2019-11,16407
14397,HSUBF-R28GA,2019-12,9775
14397,HSUBF-R28GA,2020-01,13832
14397,HSUBF-R28GA,2020-02,16604
14397,HSUBF-R28GA,2020-03,5589
14397,MHB-R16U,2019-10,14022
14397,MHB-R16U,2019-11,14022
14397,MHB-R16U,2019-12,14022
14397,MHB-R16U,2020-01,14022
14397,MHB-R16U,2020-02,14022
14397,MHB-R16U,2020-03,14022
14401,HS2P-DT16-10,2019-10,63303
14401,HS2P-DT16-10,2019-11,57713
14401,HS2P-DT16-10,2019-12,71687
14401,HS2P-DT16-10,2020-01,94044
14401,HS2P-DT16-10,2020-02,91249
14401,HS2P-DT16-10,2020-03,77276
14401,HS2P-DT16-12NP,2019-10,674
14401,HS2P-DT16-12NP,2019-11,3837
14401,HS2P-DT16-12NP,2019-12,2550
14401,HS2P-DT16-12NP,2020-01,3167
14401,HS2P-DT16-12NP,2020-02,2292
14401,HS2P-DT16-12NP,2020-03,1672
14401,HS2P-DT16-16,2019-10,52739
14401,HS2P-DT16-16,2019-11,11888
14401,HS2P-DT16-16,2019-12,18535
14401,HS2P-DT16-16,2020-01,13104
14401,HS2P-DT16-16,2020-02,18727
14401,HS2P-DT16-16,2020-03,26831
14401,HS2P-DT16-16NP,2019-10,5415
14401,HS2P-DT16-16NP,2019-11,5415
14401,HS2P-DT16-16NP,2019-12,5415
14401,HS2P-DT16-16NP,2020-01,5415
14401,HS2P-DT16-16NP,2020-02,5415
14401,HS2P-DT16-16NP,2020-03,5415
14401,HS2P-DT16-20,2019-10,5951
14401,HS2P-DT16-20,2019-11,5802
14401,HS2P-DT16-20,2019-12,5738
14401,HS2P-DT16-20,2020-01,5711
14401,HS2P-DT16-20,2020-02,5699
14401,HS2P-DT16-20,2020-03,5694
14401,HS2P-DT16-20NP,2019-10,3013
14401,HS2P-DT16-20NP,2019-11,2217
14401,HS2P-DT16-20NP,2019-12,2036
14401,HS2P-DT16-20NP,2020-01,3568
14401,HS2P-DT16-20NP,2020-02,2004
14401,HS2P-DT16-20NP,2020-03,3644
14401,HS2P-DT16-8NP,2019-10,40458
14401,HS2P-DT16-8NP,2019-11,40686
14401,HS2P-DT16-8NP,2019-12,40915
14401,HS2P-DT16-8NP,2020-01,41144
14401,HS2P-DT16-8NP,2020-02,41373
14401,HS2P-DT16-8NP,2020-03,41602
14403,HS2P-DT20-10,2019-10,14522
14403,HS2P-DT20-10,2019-11,14522
14403,HS2P-DT20-10,2019-12,14522
14403,HS2P-DT20-10,2020-01,14522
14403,HS2P-DT20-10,2020-02,14522
14403,HS2P-DT20-10,2020-03,14522
14403,HS2P-DT20-12NP,2019-10,428551
14403,HS2P-DT20-12NP,2019-11,428551
14403,HS2P-DT20-12NP,2019-12,428551
14403,HS2P-DT20-12NP,2020-01,428551
14403,HS2P-DT20-12NP,2020-02,428551
14403,HS2P-DT20-12NP,2020-03,428551
14403,HS2P-DT20-14NP,2019-10,11648
14403,HS2P-DT20-14NP,2019-11,11648
14403,HS2P-DT20-14NP,2019-12,11648
14403,HS2P-DT20-14NP,2020-01,11648
14403,HS2P-DT20-14NP,2020-02,11648
14403,HS2P-DT20-14NP,2020-03,11648
14403,HS2P-DT20-16D1,2019-10,17193
14403,HS2P-DT20-16D1,2019-11,17941
14403,HS2P-DT20-16D1,2019-12,33554
14403,HS2P-DT20-16D1,2020-01,21780
14403,HS2P-DT20-16D1,2020-02,27157
14403,HS2P-DT20-16D1,2020-03,36053
14403,HS2P-DT20-16NP,2019-10,160379
14403,HS2P-DT20-16NP,2019-11,160379
14403,HS2P-DT20-16NP,2019-12,160379
14403,HS2P-DT20-16NP,2020-01,160379
14403,HS2P-DT20-16NP,2020-02,160379
14403,HS2P-DT20-16NP,2020-03,160379
14403,HS2P-DT20-20D1,2019-10,6176
14403,HS2P-DT20-20D1,2019-11,6176
14403,HS2P-DT20-20D1,2019-12,6176
14403,HS2P-DT20-20D1,2020-01,6176
14403,HS2P-DT20-20D1,2020-02,6176
14403,HS2P-DT20-20D1,2020-03,6176
14403,HS2P-DT20-20NP,2019-10,136481
14403,HS2P-DT20-20NP,2019-11,136481
14403,HS2P-DT20-20NP,2019-12,136481
14403,HS2P-DT20-20NP,2020-01,136481
14403,HS2P-DT20-20NP,2020-02,136481
14403,HS2P-DT20-20NP,2020-03,136481
14403,HS2P-DT20-24D1,2019-10,2716
14403,HS2P-DT20-24D1,2019-11,1403
14403,HS2P-DT20-24D1,2019-12,1951
14403,HS2P-DT20-24D1,2020-01,3895
14403,HS2P-DT20-24D1,2020-02,3814
14403,HS2P-DT20-24D1,2020-03,3070
14403,HS2P-DT20-24NP,2019-10,102040
14403,HS2P-DT20-24NP,2019-11,102040
14403,HS2P-DT20-24NP,2019-12,102040
14403,HS2P-DT20-24NP,2020-01,102040
14403,HS2P-DT20-24NP,2020-02,102040
14403,HS2P-DT20-24NP,2020-03,102040
14403,HS2P-DT20-28D1,2019-10,2293
14403,HS2P-DT20-28D1,2019-11,2293
14403,HS2P-DT20-28D1,2019-12,2293
14403,HS2P-DT20-28D1,2020-01,2293
14403,HS2P-DT20-28D1,2020-02,2293
14403,HS2P-DT20-28D1,2020-03,2293
14403,HS2P-DT20-28NP,2019-10,27080
14403,HS2P-DT20-28NP,2019-11,27080
14403,HS2P-DT20-28NP,2019-12,27080
14403,HS2P-DT20-28NP,2020-01,27080
14403,HS2P-DT20-28NP,2020-02,27080
14403,HS2P-DT20-28NP,2020-03,27080
14403,HS2P-DT20-32NP,2019-10,3474
14403,HS2P-DT20-32NP,2019-11,3474
14403,HS2P-DT20-32NP,2019-12,3474
14403,HS2P-DT20-32NP,2020-01,3474
14403,HS2P-DT20-32NP,2020-02,3474
14403,HS2P-DT20-32NP,2020-03,3474
14403,HS2P-DT20-36NP,2019-10,10386
14403,HS2P-DT20-36NP,2019-11,8977
14403,HS2P-DT20-36NP,2019-12,8935
14403,HS2P-DT20-36NP,2020-01,12307
14403,HS2P-DT20-36NP,2020-02,11568
14403,HS2P-DT20-36NP,2020-03,14370
14403,HS2P-DT20-40D1,2019-10,1454
14403,HS2P-DT20-40D1,2019-11,1454
14403,HS2P-DT20-40D1,2019-12,1454
14403,HS2P-DT20-40D1,2020-01,1454
14403,HS2P-DT20-40D1,2020-02,1454
14403,HS2P-DT20-40D1,2020-03,1454
14403,HS2P-DT20-40NP,2019-10,1353
14403,HS2P-DT20-40NP,2019-11,1353
14403,HS2P-DT20-40NP,2019-12,1353
14403,HS2P-DT20-40NP,2020-01,1353
14403,HS2P-DT20-40NP,2020-02,1353
14403,HS2P-DT20-40NP,2020-03,1353
14403,HS2P-DT20-44NP,2019-10,597
14403,HS2P-DT20-44NP,2019-11,1555
14403,HS2P-DT20-44NP,2019-12,1044
14403,HS2P-DT20-44NP,2020-01,-70
14403,HS2P-DT20-44NP,2020-02,517
14403,HS2P-DT20-44NP,2020-03,-50
14403,HS2P-DT20-48D1,2019-10,2471
14403,HS2P-DT20-48D1,2019-11,3125
14403,HS2P-DT20-48D1,2019-12,3183
14403,HS2P-DT20-48D1,2020-01,3189
14403,HS2P-DT20-48D1,2020-02,3195
14403,HS2P-DT20-48D1,2020-03,3336
14403,HS2P-DT20-48NP,2019-10,569
14403,HS2P-DT20-48NP,2019-11,569
14403,HS2P-DT20-48NP,2019-12,569
14403,HS2P-DT20-48NP,2020-01,569
14403,HS2P-DT20-48NP,2020-02,569
14403,HS2P-DT20-48NP,2020-03,569
14403,HS2P-DT20-52NP,2019-10,505
14403,HS2P-DT20-52NP,2019-11,505
14403,HS2P-DT20-52NP,2019-12,505
14403,HS2P-DT20-52NP,2020-01,505
14403,HS2P-DT20-52NP,2020-02,505
14403,HS2P-DT20-52NP,2020-03,505
14403,HS2P-DT20-56NP,2019-10,15182
14403,HS2P-DT20-56NP,2019-11,15182
14403,HS2P-DT20-56NP,2019-12,15182
14403,HS2P-DT20-56NP,2020-01,15182
14403,HS2P-DT20-56NP,2020-02,15182
14403,HS2P-DT20-56NP,2020-03,15182
14403,HS2P-DT20-60NP,2019-10,469
14403,HS2P-DT20-60NP,2019-11,564
14403,HS2P-DT20-60NP,2019-12,888
14403,HS2P-DT20-60NP,2020-01,515
14403,HS2P-DT20-60NP,2020-02,798
14403,HS2P-DT20-60NP,2020-03,512
14403,HS2P-DT20-6NP,2019-10,6719
14403,HS2P-DT20-6NP,2019-11,9838
14403,HS2P-DT20-6NP,2019-12,9838
14403,HS2P-DT20-6NP,2020-01,9838
14403,HS2P-DT20-6NP,2020-02,9838
14403,HS2P-DT20-6NP,2020-03,9838
14403,HS2P-DT20-8NP,2019-10,201655
14403,HS2P-DT20-8NP,2019-11,257709
14403,HS2P-DT20-8NP,2019-12,275464
14403,HS2P-DT20-8NP,2020-01,281089
14403,HS2P-DT20-8NP,2020-02,282870
14403,HS2P-DT20-8NP,2020-03,283435
14405,HS2P-DT24-12NP,2019-10,53746
14405,HS2P-DT24-12NP,2019-11,53746
14405,HS2P-DT24-12NP,2019-12,53746
14405,HS2P-DT24-12NP,2020-01,53746
14405,HS2P-DT24-12NP,2020-02,53746
